Student_ID,Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout
4384.0,21.4,1,25000.0,1,4.44,86.8,1.0,27.7,1,1,4.7,3.51,3.54,3.62,1,0,0,0.0
4385.0,19.7,1,25578.0,1,3.34,85.8,1.0,33.4,0,0,9.9,1.09,0.49,0.47,2,2,0,0.0
4386.0,20.1,1,34294.0,1,3.93,75.8,3.0,15.8,0,0,6.8,1.19,1.14,1.14,0,2,0,0.0
4387.0,19.5,0,29740.5,0,4.0,83.0,0.0,38.3,0,0,5.5,1.09,0.7,0.7,1,0,0,1.0
4388.0,17.8,1,32032.0,1,2.67,88.2,0.0,30.9,0,1,2.8,3.1,3.53,3.54,3,3,2,0.0
4389.0,21.3,1,25000.0,1,3.85,100.0,2.0,31.1,0,1,3.7,4.0,3.59,3.61,1,4,2,0.0
4390.0,22.3,0,25000.0,1,5.01,91.5,0.0,36.5,0,0,5.4,1.78,1.39,1.42,3,3,1,0.0
4391.0,22.1,0,46182.0,1,3.08,83.8,1.0,34.5,1,0,7.9,1.85,1.86,1.84,2,0,0,0.0
4392.0,22.8,1,25000.0,0,6.79,84.3,3.0,34.9,1,1,5.9,2.32,2.17,2.14,2,3,2,0.0
4393.0,21.7,1,25000.0,1,3.94,80.8,1.0,25.3,1,1,5.9,1.12,0.95,0.95,0,1,0,1.0
4394.0,19.8,0,42552.0,1,3.22,82.9,0.0,48.8,0,0,7.5,3.94,3.77,3.7,3,2,0,0.0
4395.0,22.8,0,50270.0,1,2.33,88.2,1.0,12.5,1,0,3.8,2.26,2.91,2.93,2,1,2,1.0
4396.0,18.0,1,26483.0,1,3.32,88.0,0.0,21.8,1,1,8.0,1.03,0.85,0.81,1,0,0,0.0
4397.0,19.0,0,25000.0,1,5.88,81.3,2.0,23.4,1,0,4.8,2.9,2.3,2.28,2,0,1,0.0
4398.0,18.9,0,25000.0,1,6.24,73.2,5.0,21.4,0,1,7.6,1.73,1.64,1.64,3,4,1,1.0
4399.0,23.4,0,29740.5,0,4.0,80.3,1.0,9.0,0,0,5.5,1.31,1.98,1.9,1,2,2,0.0
4400.0,23.1,0,65596.0,1,4.07,75.3,2.0,49.7,0,0,3.9,3.72,3.61,3.56,2,1,3,0.0
4403.0,19.1,1,28839.0,1,4.25,84.8,6.0,38.4,0,1,5.0,1.38,1.37,1.31,2,2,1,0.0
4404.0,21.8,0,25000.0,1,3.48,74.6,0.0,28.1,0,0,5.0,2.6,2.81,2.88,1,4,0,0.0
4405.0,20.7,0,25000.0,1,3.29,79.4,0.0,26.5,1,1,4.8,1.76,1.74,1.75,2,4,1,0.0
4406.0,22.9,1,33063.0,1,4.52,84.5,2.0,18.5,1,0,2.2,3.09,2.97,2.95,2,4,3,1.0
4408.0,20.2,1,63735.0,1,5.9,85.5,1.0,22.4,0,1,3.7,3.31,2.97,3.02,2,1,2,0.0
4409.0,22.2,1,58101.0,0,6.42,75.9,1.0,18.3,1,0,1.4,3.48,3.64,3.68,3,1,0,0.0
4410.0,22.9,1,34453.0,1,4.9,84.9,1.0,41.5,0,0,7.4,2.64,2.8,2.91,1,2,2,0.0
4411.0,19.5,0,36891.0,0,3.61,81.6,1.0,20.1,1,1,6.4,3.12,2.79,2.88,3,1,0,0.0
4412.0,20.9,0,25000.0,1,3.21,88.2,1.0,46.9,0,0,3.1,2.65,3.17,3.18,1,3,0,0.0
4413.0,18.7,1,46981.0,1,3.6,90.6,1.0,21.4,0,0,7.5,2.92,2.75,2.84,3,2,0,0.0
4414.0,17.0,0,25000.0,0,4.42,100.0,2.0,12.0,1,0,6.7,1.45,1.38,1.38,3,2,2,0.0
4415.0,21.4,1,25000.0,1,5.31,92.5,1.0,36.3,1,1,5.5,4.0,3.89,3.96,3,0,2,1.0
4416.0,22.3,0,25000.0,1,4.59,83.0,1.0,24.6,0,0,4.9,2.96,2.66,2.66,1,2,1,0.0
4417.0,21.6,0,25000.0,1,5.64,81.7,1.0,11.0,0,1,5.3,2.82,2.83,2.82,1,0,2,1.0
4418.0,17.0,0,25000.0,1,4.72,74.5,3.0,33.1,1,1,5.9,2.87,3.24,3.24,3,1,2,0.0
4419.0,20.2,0,29981.0,1,5.34,74.7,3.0,14.3,1,0,4.1,2.9,2.83,2.81,3,3,1,0.0
4420.0,17.0,1,25000.0,1,3.96,84.2,2.0,6.1,0,1,7.5,2.09,1.9,2.0,3,2,1,0.0
4421.0,24.0,0,31577.0,1,2.51,84.4,2.0,38.1,1,0,6.5,0.46,0.05,0.05,0,2,1,0.0
4422.0,18.6,0,25000.0,0,5.67,100.0,1.0,47.9,1,1,5.3,2.36,2.27,2.23,1,0,0,0.0
4423.0,23.8,1,26149.0,0,6.84,76.2,1.0,25.3,0,0,8.6,2.4,2.45,2.48,3,3,1,0.0
4424.0,23.1,0,29740.5,1,4.0,75.3,0.0,44.5,1,0,5.5,1.99,1.68,1.72,1,1,3,0.0
4425.0,19.0,0,25000.0,1,3.29,84.0,0.0,39.6,1,0,8.3,2.1,1.88,1.88,1,3,2,1.0
4426.0,18.5,1,32404.0,1,4.62,78.0,0.0,38.0,0,0,6.0,1.62,1.96,2.04,1,0,3,1.0
4427.0,21.8,0,25000.0,1,3.54,85.1,3.0,28.0,0,0,6.9,1.41,1.71,1.75,3,1,0,1.0
4428.0,19.1,0,25000.0,1,4.04,78.2,2.0,22.8,1,0,4.8,0.77,1.18,1.2,2,2,1,0.0
4429.0,21.2,0,41830.0,1,4.11,79.7,1.0,34.1,0,0,2.1,4.0,3.25,3.25,0,4,2,0.0
4430.0,19.9,1,25000.0,1,3.02,85.4,4.0,37.8,0,1,6.4,0.99,0.84,0.78,2,3,2,1.0
4432.0,17.0,1,61245.0,1,3.91,79.1,1.0,26.1,0,0,4.4,1.93,1.98,1.98,2,0,0,1.0
4433.0,21.5,0,25000.0,1,3.74,86.2,3.0,27.7,1,0,5.6,2.25,2.01,2.01,0,1,2,0.0
4434.0,19.8,0,25000.0,1,4.74,82.4,3.0,26.6,1,0,4.3,2.0,2.13,2.13,0,0,0,0.0
4435.0,19.8,0,33562.0,1,4.35,76.9,2.0,21.9,0,0,5.4,2.67,3.66,3.66,0,2,2,0.0
4436.0,22.5,1,25000.0,1,4.79,78.1,2.0,14.0,0,0,5.9,1.43,1.35,1.35,0,4,1,0.0
4437.0,23.6,1,25000.0,1,3.82,90.3,1.0,26.3,0,1,2.8,3.68,3.58,3.64,1,0,0,0.0
4438.0,20.4,0,25000.0,1,2.95,84.5,0.0,26.7,1,0,6.0,1.61,1.49,1.49,0,2,2,0.0
4439.0,20.3,0,27435.0,0,2.64,79.1,1.0,24.3,1,1,4.4,2.54,2.92,2.86,1,0,0,0.0
4440.0,22.1,0,31466.0,1,5.29,88.9,2.0,37.8,0,0,3.6,4.0,3.83,3.8,3,0,2,0.0
4441.0,18.0,0,25000.0,0,3.37,85.5,3.0,13.6,0,1,1.9,2.99,2.96,2.96,0,4,2,0.0
4442.0,21.5,0,63855.0,1,3.18,92.8,3.0,33.4,1,1,2.7,4.0,3.91,3.91,0,4,0,0.0
4443.0,22.2,0,29740.5,1,4.0,89.1,0.0,8.5,0,0,5.5,2.49,2.6,2.6,0,3,2,0.0
4444.0,22.5,0,25000.0,1,3.49,91.3,2.0,29.2,0,0,5.6,2.45,3.16,3.11,3,4,1,0.0
4445.0,17.0,1,39814.0,1,1.17,79.3,1.0,5.0,1,0,6.4,0.0,0.0,0.0,3,3,1,0.0
4446.0,19.3,0,25000.0,1,4.29,74.9,0.0,19.3,1,0,8.6,3.48,3.41,3.41,0,2,3,0.0
4447.0,19.1,0,25000.0,0,3.29,88.2,0.0,29.7,1,0,7.9,2.31,2.39,2.38,3,0,0,0.0
4448.0,21.2,1,32017.0,1,3.06,88.3,2.0,12.9,0,1,7.3,0.76,0.37,0.37,3,3,0,0.0
4449.0,22.1,1,25000.0,1,3.82,81.2,3.0,13.0,0,1,7.6,0.55,0.3,0.3,0,0,2,0.0
4450.0,24.3,1,27451.0,1,1.34,73.7,3.0,41.8,0,0,5.8,2.17,1.8,1.8,0,4,0,0.0
4451.0,19.9,0,25000.0,1,1.58,84.5,2.0,10.9,0,1,5.8,0.37,0.4,0.48,1,2,0,0.0
4452.0,19.9,1,25000.0,1,3.4,85.1,2.0,28.6,1,0,8.3,1.67,0.97,0.97,2,1,1,0.0
4453.0,23.5,1,25000.0,1,4.73,71.1,4.0,47.7,1,0,5.9,1.09,0.87,0.9,2,1,2,1.0
4454.0,21.7,0,32330.0,1,3.66,85.0,0.0,31.7,0,0,5.9,2.3,2.05,2.01,2,2,1,0.0
4455.0,23.8,1,25000.0,1,3.6,91.2,3.0,30.3,0,0,7.6,2.2,2.23,2.21,2,1,3,1.0
4456.0,21.6,0,26878.0,1,4.0,71.5,4.0,21.4,1,0,5.0,2.08,2.98,3.05,3,3,0,1.0
4457.0,18.5,1,25000.0,1,5.16,86.2,0.0,21.5,1,1,5.3,2.68,2.99,3.05,3,2,3,0.0
4458.0,18.1,0,26268.0,1,4.05,92.5,3.0,28.0,0,0,3.0,2.48,2.38,2.35,3,4,1,0.0
4459.0,17.6,1,27179.0,1,3.93,93.0,2.0,6.0,0,0,4.7,2.67,2.81,2.87,3,1,2,0.0
4460.0,22.5,1,33396.0,1,3.28,67.0,3.0,42.2,1,1,4.9,1.14,1.65,1.59,2,2,0,1.0
4461.0,23.6,1,25000.0,1,3.49,90.7,3.0,32.5,0,1,5.0,1.64,1.94,1.94,3,0,0,1.0
4462.0,25.1,0,62669.0,1,4.23,79.5,2.0,9.0,0,0,7.0,1.12,1.18,1.29,2,2,1,1.0
4463.0,22.9,0,25000.0,1,5.71,78.6,4.0,42.3,1,0,3.7,2.74,3.09,3.09,2,4,2,0.0
4464.0,23.6,1,25953.0,1,4.31,100.0,1.0,38.2,0,1,8.2,2.74,2.74,2.66,1,1,3,0.0
4465.0,19.7,0,49106.0,0,2.94,83.8,2.0,35.3,0,0,1.8,4.0,4.0,4.0,0,0,3,0.0
4466.0,18.5,1,39579.0,0,3.61,78.9,4.0,56.8,1,0,6.6,2.36,2.26,2.33,3,4,0,0.0
4467.0,22.9,0,25000.0,1,5.44,88.4,4.0,31.2,0,1,7.0,3.51,3.61,3.61,3,3,1,0.0
4468.0,21.9,0,25000.0,1,4.1,95.5,3.0,48.4,0,0,6.7,2.24,2.38,2.34,1,2,0,0.0
4469.0,21.2,0,25000.0,1,2.2,83.4,4.0,30.3,0,1,7.5,2.3,2.37,2.34,2,0,0,0.0
4470.0,21.9,0,42597.0,1,4.56,77.7,2.0,35.4,1,1,5.1,1.89,1.36,1.36,0,0,0,1.0
4471.0,21.7,0,25000.0,1,3.16,82.7,0.0,23.4,0,0,7.8,2.43,1.97,1.88,1,0,0,0.0
4472.0,23.8,0,34651.0,1,2.51,90.7,2.0,7.4,0,0,4.3,3.76,4.0,3.94,1,3,0,0.0
4473.0,23.8,0,34842.0,1,4.11,79.5,0.0,8.1,1,1,4.4,0.65,1.39,1.39,0,3,0,1.0
4475.0,22.9,0,35881.0,0,5.06,80.9,0.0,27.2,0,0,5.8,3.27,3.11,3.14,3,0,1,0.0
4476.0,22.1,0,25000.0,1,4.12,67.2,1.0,15.8,0,0,7.2,0.0,0.38,0.33,2,3,1,1.0
4477.0,20.0,0,25000.0,1,5.75,94.2,2.0,26.7,0,0,6.4,1.17,0.99,0.99,0,2,0,0.0
4478.0,22.7,0,25197.0,0,4.45,84.7,3.0,35.4,1,0,6.8,4.0,3.82,3.88,2,4,3,0.0
4479.0,17.9,0,27682.0,1,3.35,90.4,3.0,45.5,0,0,1.9,3.19,3.71,3.71,0,1,0,0.0
4480.0,23.3,1,25000.0,0,3.34,84.4,2.0,21.7,1,0,6.2,2.86,3.02,3.06,2,1,2,0.0
4481.0,18.4,1,25000.0,1,3.53,82.3,1.0,34.7,1,1,5.5,1.35,1.74,1.79,1,3,2,0.0
4482.0,21.6,1,35540.0,0,4.64,87.9,0.0,50.9,0,0,7.3,3.05,2.64,2.63,1,4,2,0.0
4483.0,19.1,1,25000.0,0,2.13,80.8,4.0,39.0,1,0,4.1,3.05,2.65,2.65,0,0,0,0.0
4484.0,22.2,1,53166.0,1,4.36,96.5,5.0,20.8,0,0,7.6,3.82,3.98,4.0,1,0,0,0.0
4485.0,20.9,0,25000.0,1,2.8,81.8,1.0,31.2,0,1,3.3,3.62,3.67,3.63,1,0,0,0.0
4486.0,17.5,0,44629.0,1,6.91,96.5,5.0,32.2,0,0,4.7,4.0,4.0,4.0,2,1,0,0.0
4487.0,21.9,0,51448.0,1,4.72,86.8,2.0,37.6,0,1,2.7,4.0,3.89,3.96,1,2,2,0.0
4488.0,19.7,1,52781.0,1,4.85,63.0,5.0,30.5,0,1,3.6,2.53,2.45,2.44,1,0,1,0.0
4489.0,22.9,0,25000.0,1,4.09,74.1,1.0,35.8,0,0,5.5,1.5,1.37,1.45,1,0,0,0.0
4490.0,21.0,0,35909.0,1,1.93,88.8,3.0,42.2,1,0,8.0,0.62,0.68,0.68,1,4,0,0.0
4491.0,21.9,0,25000.0,1,4.02,74.7,3.0,17.4,1,1,5.6,0.12,0.37,0.32,1,1,0,1.0
4492.0,18.9,1,25000.0,1,4.51,71.1,2.0,14.2,1,1,3.2,1.63,1.79,1.79,3,1,0,0.0
4493.0,19.7,0,25000.0,1,3.26,92.3,3.0,37.3,1,1,1.7,4.0,4.0,4.0,3,1,1,0.0
4494.0,20.0,0,25000.0,0,3.9,69.3,2.0,28.2,1,0,6.7,1.73,1.35,1.35,0,0,0,0.0
4495.0,22.9,0,51661.0,1,4.82,88.2,0.0,40.4,1,0,4.3,3.53,3.47,3.57,1,4,2,0.0
4496.0,24.7,0,40451.0,1,4.14,79.1,5.0,43.1,1,0,4.6,3.98,3.96,3.96,2,2,3,0.0
4497.0,19.2,0,25000.0,1,4.35,87.6,2.0,7.8,1,0,7.4,0.0,0.0,0.0,0,3,1,1.0
4498.0,23.4,0,25000.0,0,4.68,84.1,1.0,20.0,0,0,5.3,0.91,1.08,1.16,2,2,1,0.0
4499.0,17.0,0,25000.0,1,5.61,65.4,1.0,28.5,1,1,5.0,2.39,2.2,2.23,2,3,1,1.0
4500.0,18.4,0,28469.0,1,2.92,79.5,2.0,17.7,0,1,5.8,1.11,1.59,1.61,3,3,2,1.0
4501.0,18.9,0,54384.0,1,6.52,80.0,2.0,24.3,0,0,8.2,2.41,2.67,2.71,1,2,2,0.0
4502.0,18.0,1,45002.0,1,6.52,85.3,0.0,14.7,1,0,6.0,3.58,3.54,3.53,3,1,0,0.0
4503.0,17.5,1,30664.0,1,3.28,84.5,1.0,24.7,1,1,1.6,3.68,3.22,3.26,3,0,1,0.0
4504.0,21.9,1,25428.0,1,4.87,80.0,4.0,18.4,0,0,4.0,1.9,2.19,2.19,0,4,0,0.0
4505.0,20.5,1,25000.0,1,6.37,72.9,3.0,34.1,0,1,5.0,4.0,4.0,3.99,1,0,2,0.0
4506.0,21.8,1,64550.0,1,5.87,85.8,1.0,40.8,1,0,7.1,0.25,0.31,0.29,2,2,2,0.0
4507.0,22.5,1,25000.0,1,1.77,89.0,1.0,34.9,1,1,3.3,2.63,3.08,3.05,3,1,0,0.0
4509.0,22.4,1,33445.0,1,3.35,80.2,1.0,41.3,0,1,5.4,4.0,3.86,3.91,1,2,1,0.0
4511.0,18.4,0,42779.0,1,5.23,74.7,1.0,29.0,0,0,3.7,3.29,3.27,3.2,2,1,2,0.0
4512.0,23.3,0,25000.0,1,2.46,84.0,3.0,26.3,0,0,5.8,2.2,1.99,2.0,2,4,2,1.0
4513.0,19.7,0,25000.0,1,3.08,83.5,2.0,45.3,0,0,8.3,0.87,0.94,0.97,1,0,0,1.0
4514.0,18.9,0,29740.5,1,4.0,88.7,0.0,27.0,1,1,5.5,3.5,4.0,3.97,3,3,1,0.0
4515.0,20.6,1,25000.0,1,3.89,77.0,4.0,30.4,0,0,6.6,2.01,1.82,1.85,3,4,1,0.0
4516.0,19.0,1,25000.0,1,3.63,83.0,3.0,27.9,1,1,4.9,3.71,3.7,3.7,0,2,0,0.0
4517.0,20.1,1,29740.5,0,4.0,71.5,1.0,36.5,1,0,5.5,4.0,4.0,3.9,2,4,2,0.0
4518.0,21.8,1,29835.0,1,6.35,79.3,2.0,40.7,1,0,5.3,4.0,3.85,3.85,0,1,0,0.0
4519.0,21.8,1,34284.0,1,4.35,77.5,0.0,42.8,0,1,7.0,0.61,0.2,0.17,1,2,0,1.0
4520.0,19.0,0,25000.0,1,3.61,90.5,0.0,26.4,0,1,6.4,2.26,2.09,2.14,1,4,0,0.0
4523.0,22.1,1,25000.0,1,3.77,89.3,2.0,47.6,1,0,7.7,2.3,2.52,2.51,1,2,0,0.0
4524.0,25.6,0,25000.0,1,4.23,87.4,6.0,8.6,1,0,3.9,3.38,3.27,3.31,2,4,1,0.0
4525.0,23.6,1,30821.0,0,2.45,77.6,3.0,30.1,1,0,4.9,2.27,2.49,2.46,1,2,0,1.0
4526.0,23.5,1,25431.0,1,3.6,76.0,2.0,22.3,0,0,5.2,3.46,3.45,3.44,2,1,2,0.0
4527.0,17.9,1,47564.0,1,2.96,75.9,1.0,23.6,1,0,7.0,1.8,2.24,2.22,3,1,0,1.0
4528.0,22.7,1,27282.0,0,5.05,79.0,0.0,19.8,0,0,4.0,3.32,3.56,3.54,1,0,1,0.0
4529.0,20.9,1,25000.0,1,2.66,79.1,2.0,36.5,0,1,4.3,2.17,2.57,2.56,3,2,0,0.0
4531.0,21.4,1,38614.0,0,3.08,77.9,2.0,28.3,0,1,6.5,1.46,1.27,1.27,0,2,0,0.0
4532.0,23.1,0,25528.0,1,2.98,88.4,2.0,8.1,1,0,2.0,3.28,3.28,3.26,2,2,0,0.0
4533.0,22.1,0,32820.0,1,6.18,86.1,4.0,21.7,0,0,6.7,4.0,3.78,3.74,3,2,1,0.0
4534.0,19.1,0,39515.0,1,5.41,80.6,0.0,27.4,0,0,2.8,2.29,1.66,1.67,2,2,1,0.0
4535.0,22.6,1,25000.0,1,4.64,77.7,1.0,25.1,0,1,4.4,0.48,0.31,0.29,2,3,0,1.0
4536.0,19.6,1,32683.0,1,3.47,77.5,0.0,38.2,1,1,4.8,3.65,3.51,3.41,3,1,1,0.0
4537.0,21.5,1,25000.0,1,3.92,85.5,1.0,45.0,0,1,4.7,1.81,2.21,2.29,3,4,2,0.0
4538.0,20.3,0,40311.0,1,6.05,82.4,3.0,53.5,0,1,4.3,2.85,2.8,2.9,1,4,1,1.0
4539.0,20.5,0,25000.0,1,3.6,83.6,2.0,29.9,0,1,3.6,0.99,0.98,1.0,2,0,1,0.0
4540.0,22.7,1,25000.0,0,2.6,88.9,2.0,43.9,0,1,6.4,2.88,3.23,3.23,0,1,0,0.0
4542.0,25.3,0,62227.0,1,3.69,93.0,0.0,24.3,0,1,4.5,2.38,2.56,2.6,1,1,0,0.0
4543.0,17.0,0,25000.0,1,3.77,66.0,1.0,44.8,0,1,6.9,1.07,1.46,1.46,0,3,0,1.0
4544.0,19.7,1,59519.0,1,3.71,71.5,1.0,5.0,0,0,6.2,1.75,1.35,1.36,3,0,0,0.0
4545.0,21.8,0,28447.0,1,3.8,96.5,3.0,33.6,1,0,3.0,4.0,4.0,4.0,0,1,0,0.0
4546.0,22.3,1,25000.0,1,4.65,78.8,1.0,49.3,1,0,2.0,3.65,3.21,3.24,2,2,2,0.0
4547.0,20.8,0,25000.0,0,3.6,84.4,1.0,31.2,0,0,3.5,2.89,3.21,3.2,2,1,0,0.0
4548.0,20.9,1,25000.0,1,4.4,92.0,1.0,27.7,1,0,1.6,4.0,4.0,4.0,2,1,0,0.0
4549.0,21.9,1,25000.0,1,5.36,84.7,2.0,27.7,0,1,5.7,3.93,3.59,3.6,3,3,1,0.0
4550.0,20.5,0,25000.0,1,5.92,89.3,2.0,47.6,1,1,4.7,4.0,4.0,3.99,3,0,1,0.0
4551.0,24.1,0,25000.0,1,2.83,86.9,1.0,10.9,1,0,4.8,0.78,0.42,0.38,2,2,1,0.0
4552.0,22.8,1,25000.0,1,5.33,89.9,2.0,25.3,1,1,6.4,4.0,3.63,3.58,1,3,2,1.0
4553.0,22.9,1,36100.0,1,5.47,85.9,1.0,40.1,0,0,7.1,3.2,3.19,3.19,0,1,1,0.0
4554.0,18.9,0,30640.0,1,5.64,87.8,2.0,33.8,1,0,5.9,1.25,1.4,1.33,2,3,0,0.0
4555.0,20.8,0,41503.0,1,4.06,77.4,1.0,44.2,1,0,5.1,1.46,1.75,1.72,3,4,1,0.0
4556.0,20.3,0,28572.0,1,3.69,86.2,1.0,38.2,1,0,4.2,3.08,2.86,2.89,2,4,0,0.0
4557.0,18.8,0,25000.0,1,1.99,81.7,3.0,24.3,1,0,4.9,2.74,2.39,2.4,2,4,2,0.0
4558.0,21.8,1,40001.0,0,4.13,81.3,2.0,37.0,0,0,5.9,2.58,2.0,2.01,3,4,0,1.0
4559.0,19.8,0,25000.0,1,6.32,68.6,3.0,14.2,1,0,7.2,4.0,3.45,3.37,2,2,1,0.0
4560.0,22.4,0,43825.0,1,4.41,78.6,3.0,5.8,1,0,3.0,2.71,3.04,3.04,0,4,2,0.0
4561.0,18.6,0,25000.0,1,3.72,80.9,1.0,22.7,1,1,3.5,2.9,2.89,2.91,3,1,0,0.0
4562.0,24.8,1,25000.0,1,4.75,94.4,1.0,31.0,0,1,5.5,2.07,2.4,2.37,3,1,1,0.0
4563.0,19.0,0,25000.0,1,2.46,79.8,1.0,20.3,1,0,1.7,1.83,1.71,1.69,1,1,2,1.0
4564.0,21.5,0,44562.0,1,3.65,84.3,2.0,32.1,0,1,6.0,2.15,2.11,2.18,3,2,2,0.0
4565.0,22.7,0,33044.0,1,5.06,93.0,0.0,30.7,1,0,7.4,1.6,2.08,2.08,0,3,1,1.0
4566.0,19.7,0,30092.0,1,4.73,72.1,3.0,7.7,1,1,9.7,0.35,0.68,0.81,3,3,2,1.0
4568.0,18.3,0,25000.0,1,6.32,89.0,2.0,41.3,0,0,7.0,2.09,2.26,2.32,3,1,1,1.0
4569.0,24.2,1,25000.0,1,2.1,100.0,2.0,35.8,1,0,5.5,1.93,2.44,2.44,0,1,1,0.0
4570.0,21.0,1,25000.0,1,4.41,66.1,1.0,21.6,0,0,8.4,0.0,0.0,0.0,0,0,2,1.0
4571.0,19.7,0,25000.0,1,5.1,81.1,2.0,37.4,0,1,4.7,2.22,2.67,2.76,1,4,0,0.0
4572.0,20.3,0,25000.0,1,5.61,87.0,2.0,51.1,0,0,6.1,2.54,2.38,2.38,0,4,2,0.0
4573.0,22.8,1,44921.0,1,4.16,88.7,1.0,24.9,0,0,6.6,1.93,1.16,1.16,0,2,0,0.0
4574.0,19.7,0,25000.0,1,5.0,100.0,1.0,38.9,0,0,6.2,3.51,3.32,3.28,1,1,2,0.0
4575.0,19.4,1,25000.0,1,4.01,76.8,1.0,37.0,0,0,4.1,1.66,1.54,1.5,2,2,1,1.0
4576.0,20.5,1,29740.5,1,4.0,80.1,3.0,24.3,0,0,5.5,2.86,2.33,2.27,1,0,0,0.0
4577.0,18.4,1,25000.0,1,4.42,69.0,2.0,16.4,0,1,7.3,0.06,0.0,0.0,2,0,0,1.0
4578.0,25.0,0,25000.0,1,5.51,83.0,5.0,49.8,0,1,6.0,1.98,1.99,2.01,1,0,0,1.0
4579.0,19.8,1,43715.0,1,2.5,86.1,0.0,43.1,0,0,5.6,1.86,1.94,1.97,2,1,0,1.0
4580.0,22.8,0,25000.0,1,3.85,98.7,3.0,26.7,1,1,7.1,3.86,3.75,3.75,0,3,0,0.0
4581.0,21.5,0,25000.0,1,4.7,95.6,1.0,44.6,0,1,7.0,3.0,3.13,3.23,1,2,0,0.0
4582.0,18.8,0,57073.0,1,4.69,94.1,4.0,36.7,0,0,6.1,4.0,3.83,3.83,0,3,0,0.0
4583.0,21.0,1,25000.0,1,3.26,76.4,2.0,44.5,1,0,6.6,0.0,0.0,0.0,0,3,2,0.0
4584.0,22.7,0,25000.0,1,1.58,85.4,3.0,8.5,0,0,4.6,2.84,3.11,3.07,3,0,0,1.0
4585.0,20.6,1,64056.0,1,1.71,85.1,2.0,25.1,0,1,6.5,1.84,1.85,1.85,0,2,1,0.0
4586.0,23.6,1,46209.0,1,2.77,85.7,2.0,48.9,1,1,2.7,3.77,3.14,3.24,1,4,1,0.0
4590.0,18.6,0,25000.0,1,3.62,84.6,2.0,38.2,0,0,5.8,2.17,2.54,2.59,2,1,2,0.0
4591.0,19.7,0,25000.0,1,4.05,93.6,3.0,34.1,0,0,6.0,3.14,3.27,3.21,2,0,2,0.0
4592.0,21.4,0,25000.0,1,3.89,99.2,3.0,36.4,0,0,3.9,3.09,3.08,3.08,0,1,0,0.0
4593.0,22.2,0,52479.0,1,2.73,75.4,1.0,5.0,0,0,7.5,1.39,1.32,1.32,0,3,0,1.0
4594.0,17.0,1,26692.0,1,5.32,86.4,0.0,27.1,0,0,6.1,3.02,2.88,2.9,1,4,2,0.0
4595.0,21.0,0,39698.0,1,1.88,85.6,3.0,39.7,0,0,2.5,3.64,3.7,3.7,0,1,3,0.0
4596.0,21.3,1,31118.0,1,6.43,91.8,1.0,5.0,0,0,5.7,2.55,3.17,3.17,1,4,0,0.0
4597.0,20.4,0,28085.0,1,4.59,95.1,6.0,10.6,0,0,8.1,3.3,3.52,3.52,1,4,3,0.0
4598.0,23.8,1,25000.0,1,2.82,79.3,0.0,8.7,1,1,5.5,2.08,1.58,1.5,1,2,0,1.0
4600.0,23.9,0,25000.0,1,5.49,82.6,4.0,18.8,0,0,4.5,3.09,3.7,3.7,0,1,1,0.0
4601.0,20.5,1,38076.0,1,2.25,85.8,1.0,15.6,0,0,5.2,1.51,1.42,1.51,3,2,0,0.0
4602.0,23.1,1,37272.0,1,4.06,88.6,1.0,30.7,0,0,3.3,1.5,1.12,1.12,0,0,1,1.0
4603.0,24.6,1,59434.0,1,3.96,79.0,5.0,15.1,1,0,8.0,2.72,2.8,2.82,2,2,2,0.0
4604.0,23.9,0,68381.0,1,3.92,96.9,1.0,35.4,0,1,7.2,0.4,0.56,0.59,2,0,0,1.0
4605.0,18.6,0,27380.0,1,4.71,67.4,0.0,59.0,0,1,7.4,1.01,0.95,0.94,3,4,2,1.0
4606.0,20.4,1,40873.0,1,4.84,72.4,3.0,25.6,0,0,2.8,2.02,2.18,2.24,3,1,1,0.0
4608.0,22.1,1,28592.0,1,5.46,80.7,1.0,24.6,1,0,7.4,2.7,2.98,2.98,0,4,1,0.0
4609.0,22.5,0,25000.0,1,4.33,77.5,1.0,35.9,0,0,3.8,3.47,3.67,3.66,3,3,2,0.0
4610.0,19.2,0,25000.0,1,3.35,89.7,2.0,34.7,0,0,5.4,1.91,1.71,1.69,1,3,2,1.0
4611.0,21.1,1,25000.0,1,2.53,88.5,4.0,40.1,0,1,3.5,1.81,1.94,1.88,1,3,1,1.0
4612.0,17.0,1,37164.0,1,4.08,92.0,4.0,22.9,0,0,7.0,2.85,2.84,2.84,0,3,1,0.0
4613.0,24.2,1,56313.0,1,4.51,73.7,1.0,26.6,0,1,5.1,1.91,1.35,1.31,2,4,1,1.0
4614.0,19.9,1,29740.5,1,4.0,88.5,3.0,5.0,1,0,5.5,2.08,1.39,1.39,2,4,1,0.0
4615.0,21.1,1,25000.0,1,4.58,88.4,3.0,37.4,0,1,3.5,2.98,2.94,2.93,2,0,0,0.0
4616.0,20.3,0,54885.0,1,2.87,73.9,3.0,14.3,1,1,8.3,1.51,1.5,1.5,0,2,0,1.0
